"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"KCPZ7YEF","webpage","","","Label Imputation for Homograph Disambiguation: Theoretical and Practical Approaches - ProQuest","","","","","https://www.proquest.com/openview/070f32b5524ff30b23e1ce16219d2987/1?pq-origsite=gscholar&cbl=18750&diss=y","Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform.","","2022-03-22 09:04:39","2022-03-22 09:04:39","2022-03-22 09:04:39","","","","","","","Label Imputation for Homograph Disambiguation","","","","","","","en","","","","","","","","","/Users/mac/Zotero/storage/9XAD8PLQ/1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HBIQYIQ2","journalArticle","2021","Bulavas, Viktoras; Marcinkevičius, Virginijus; Rumiński, Jacek","Study of Multi-Class Classification Algorithms’ Performance on Highly Imbalanced Network Intrusion Datasets","Informatica","","0868-4952","10.15388/21-INFOR457","https://content.iospress.com/articles/informatica/infor457","This paper is devoted to the problem of class imbalance in machine learning, focusing on the intrusion detection of rare classes in computer networks. The problem of class imbalance occurs when one class heavily outnumbers examples from the other cla","2021-01-01","2022-03-22 09:05:06","2022-03-22 09:05:06","2022-03-22 09:05:06","441-475","","3","32","","","","","","","","","","en","","","","","content.iospress.com","","Publisher: Vilnius University","","/Users/mac/Zotero/storage/VFUWTGIJ/Bulavas et al. - 2021 - Study of Multi-Class Classification Algorithms’ Pe.pdf; /Users/mac/Zotero/storage/DBAFRPIH/infor457.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MTCYHAS7","thesis","2021","Khuat, Thanh Tung","Development of Robust and Scalable Hyperbox based Machine Learning Algorithms","","","","","https://opus.lib.uts.edu.au/handle/10453/154753","Together with the rapid development of digital information and the increase in amount of data, machine learning (ML) algorithms have been developed and evolved constantly to discover new information and knowledge from different data sources. The use of hyperbox fuzzy sets as fundamental representational and building blocks in learning algorithms forms an important branch of ML. Hyperbox-based algorithms have a huge potential for high scalability and incremental adaptation to applications working in the dynamically changing environments. Additionally, learning algorithms based on hyperbox representations can form interpretable models, which are highly desirable for areas with the requirement of safety and trust. This study aims to develop and expand robust, scalable, and transparent learning algorithms for hyperbox-based classification models with a specific focus on a general fuzzy min-max neural network (GFMMNN). First of all, a comprehensive survey on hyperbox-based machine learning models together with empirical assessments of the GFMMNN on pattern classification problems were conducted. Next, a new online learning algorithm was proposed for the GFMMNN and improved the robustness of the whole family of GFMMNN learning algorithms to work effectively with mixed-attribute data by introducing a new learning mechanism for categorical features. In terms of scalability, the main steps of the learning algorithms were reformulated so they can be effectively executed on graphics processing units using matrix operations, simultaneously proposing mathematical lemmas to reduce the redundancies of hyperbox candidates in the learning process. This thesis also proposed a novel method to enhance the transparency of classifiers while maintaining a good classification performance by using hierarchical granular representations from hyperbox fuzzy sets. The last contribution was a simple but powerful ensemble model built from many individual hyperbox-based classifiers trained on random subsets of both sample and feature spaces. Extensive empirical analyses indicated that the proposed solutions are highly competitive with other evaluated learning algorithms.","2021","2022-03-22 09:05:21","2022-03-22 09:05:21","2022-03-22 09:05:21","","","","","","","","","","","","","","en_US","info:eu-repo/semantics/openAccess","Thesis","","","opus.lib.uts.edu.au","","Accepted: 2022-02-22T00:57:59Z","","/Users/mac/Zotero/storage/IUUXM9NY/Khuat - 2021 - Development of Robust and Scalable Hyperbox based .pdf; /Users/mac/Zotero/storage/XBL866EG/154753.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SU6ZMMGP","journalArticle","2021","Łuczak, Piotr; Kucharski, Przemysław; Jaworski, Tomasz; Perenc, Izabela; Ślot, Krzysztof; Kucharski, Jacek","Boosting Intelligent Data Analysis in Smart Sensors by Integrating Knowledge and Machine Learning","Sensors","","1424-8220","10.3390/s21186168","https://www.mdpi.com/1424-8220/21/18/6168","The presented paper proposes a hybrid neural architecture that enables intelligent data analysis efficacy to be boosted in smart sensor devices, which are typically resource-constrained and application-specific. The postulated concept integrates prior knowledge with learning from examples, thus allowing sensor devices to be used for the successful execution of machine learning even when the volume of training data is highly limited, using compact underlying hardware. The proposed architecture comprises two interacting functional modules arranged in a homogeneous, multiple-layer architecture. The first module, referred to as the knowledge sub-network, implements knowledge in the Conjunctive Normal Form through a three-layer structure composed of novel types of learnable units, called L-neurons. In contrast, the second module is a fully-connected conventional three-layer, feed-forward neural network, and it is referred to as a conventional neural sub-network. We show that the proposed hybrid structure successfully combines knowledge and learning, providing high recognition performance even for very limited training datasets, while also benefiting from an abundance of data, as it occurs for purely neural structures. In addition, since the proposed L-neurons can learn (through classical backpropagation), we show that the architecture is also capable of repairing its knowledge.","2021-01","2022-03-22 09:05:43","2022-03-22 09:05:43","2022-03-22 09:05:43","6168","","18","21","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 18 Publisher: Multidisciplinary Digital Publishing Institute","","/Users/mac/Zotero/storage/C5QX652I/Łuczak et al. - 2021 - Boosting Intelligent Data Analysis in Smart Sensor.pdf; /Users/mac/Zotero/storage/E48AVMBR/6168.html","","","AI-enabled sensors; feedforward neural networks; hybrid systems; knowledge embedding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TD47RDMG","journalArticle","2022","Streicher, Simon","Incremental Inference on Higher-Order Probabilistic Graphical Models Applied to Constraint Satisfaction Problems","arXiv:2202.12916 [cs]","","","","http://arxiv.org/abs/2202.12916","Probabilistic graphical models (PGMs) are tools for solving complex probabilistic relationships. However, suboptimal PGM structures are primarily used in practice. This dissertation presents three contributions to the PGM literature. The first is a comparison between factor graphs and cluster graphs on graph colouring problems such as Sudokus - indicating a significant advantage for preferring cluster graphs. The second is an application of cluster graphs to a practical problem in cartography: land cover classification boosting. The third is a PGMs formulation for constraint satisfaction problems and an algorithm called purge-and-merge to solve such problems too complex for traditional PGMs.","2022-02-25","2022-03-22 09:07:56","2022-03-22 09:07:56","2022-03-22 09:07:56","","","","","","","","","","","","","","","","","","","arXiv.org","","arXiv: 2202.12916","","/Users/mac/Zotero/storage/NFDCNM5H/Streicher - 2022 - Incremental Inference on Higher-Order Probabilisti.pdf; /Users/mac/Zotero/storage/XHQSLRU3/2202.html","","","Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7M3XV8ZJ","bookSection","2020","Żak, Michał; Woźniak, Michał","Performance Analysis of Binarization Strategies for Multi-class Imbalanced Data Classification","Computational Science – ICCS 2020","978-3-030-50422-9 978-3-030-50423-6","","","https://link.springer.com/10.1007/978-3-030-50423-6_11","Multi-class imbalanced classiﬁcation tasks are characterized by the skewed distribution of examples among the classes and, usually, strong overlapping between class regions in the feature space. Furthermore, frequently the goal of the ﬁnal system is to obtain very high precision for each of the concepts. All of these factors contribute to the complexity of the task and increase the diﬃculty of building a quality data model by learning algorithms. One of the ways of addressing these challenges are so-called binarization strategies, which allow for decomposition of the multi-class problem into several binary tasks with lower complexity. Because of the diﬀerent decomposition schemes used by each of those methods, some of them are considered to be better suited for handling imbalanced data than the others. In this study, we focus on the well-known binary approaches, namely One-Vs-All, One-Vs-One, and Error-Correcting Output Codes, and their eﬀectiveness in multiclass imbalanced data classiﬁcation, with respect to the base classiﬁers and various aggregation schemes for each of the strategies. We compare the performance of these approaches and try to boost the performance of seemingly weaker methods by sampling algorithms. The detailed comparative experimental study of the considered methods, supported by the statistical analysis, is presented. The results show the diﬀerences among various binarization strategies. We show how one can mitigate those diﬀerences using simple oversampling methods.","2020","2022-03-22 09:08:11","2022-03-22 09:08:11","2022-03-22 09:08:11","141-155","","","12140","","","","","","","","Springer International Publishing","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Computer Science DOI: 10.1007/978-3-030-50423-6_11","","/Users/mac/Zotero/storage/9MVQT8WD/Żak and Woźniak - 2020 - Performance Analysis of Binarization Strategies fo.pdf","","","","Krzhizhanovskaya, Valeria V.; Závodszky, Gábor; Lees, Michael H.; Dongarra, Jack J.; Sloot, Peter M. A.; Brissos, Sérgio; Teixeira, João","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UFKEQ5YY","thesis","2021","Thomas, Brennan","LSTM Neural Networks for Detection and Assessment of Back Pain Risk in Manual Lifting","","","","","https://etd.ohiolink.edu/apexprod/rws_olink/r/1501/10?clear=10&p10_accession_num=ucin1637054213262264","","2021","2022-03-22 09:08:15","2022-03-22 09:08:15","2022-03-22 09:08:15","","","","","","","","","","","","University of Cincinnati","","en","","","","","etd.ohiolink.edu","","","","/Users/mac/Zotero/storage/B7VG2L9G/Thomas - 2021 - LSTM Neural Networks for Detection and Assessment .pdf; /Users/mac/Zotero/storage/AUJIA2QD/10.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UKEGLE44","webpage","","","pycm · PyPI","","","","","https://pypi.org/project/pycm/2.3/","","","2022-03-22 09:49:41","2022-03-22 09:49:41","2022-03-22 09:49:41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJHU28J3","journalArticle","2021","Mirjalili, Seyedsoroush","Investigating Various Approaches in Classification of EEG Signals Representing Distinct Cognitive States to Reach an Optimal Solution","","","","","https://smartech.gatech.edu/handle/1853/64669","There are various cases in which cognitive neuroscientists might be interested in exploring the neural differences associated with distinct cognitive states such as whether an individual has remembered some information or not. While it is common to use event-related potentials (ERPs) to distinguish neural activities representing different cognitive states, it does not allow us to explore single events because of its averaging nature. Classification of brain states associated with single events using real-time signals holds great potential for real-world applications such as brain-computer intervention systems that could support everyday learning. However, the progress in reaching high classification accuracy is still in early stages and thus, moving to the next step and creating such interventions is not possible yet. Moreover, previous studies applying classification methods to decode cognitive states have not typically compared different methods or explained the reasons for their choices. As a result, in this study, I systematically compared different methods of feature extraction, feature selection, and choice of classifier in the same study to investigate which methods work the best for decoding different episodic memory and perceptual “brain states.” Using an adult lifespan sample EEG dataset collected during encoding and retrieval of objects paired with color and scene contexts, I found that the Common Spatial Pattern (CSP)-based features could distinguish the trials of different memory classes (i.e. item remembered vs. forgotten; context correct vs. incorrect; red vs. green vs. brown context perception) better than other types of features (i.e., mean, variance, correlation, features based on AR model, and entropy), and the combination of filtering and sequential forward selection was the optimal method to select the effective features. Moreover, Bayesian classification performed better than other commonly used options (i.e., logistic regression, SVM, and LASSO). These methods were shown to outperform alternative approaches for an orthogonal dataset, supporting their generalizability. My systematic comparative analyses allow me to offer some recommendations for cognitive researchers to consider when applying machine learning based classification to their datasets.","2021-03-02","2022-03-22 09:50:12","2022-03-22 09:50:12","2022-03-22 09:50:12","","","","","","","","","","","","","","en_US","","","","","smartech.gatech.edu","","Accepted: 2021-06-10T16:49:45Z Publisher: Georgia Institute of Technology","","/Users/mac/Zotero/storage/CJPK974C/64669.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB8PS8BR","journalArticle","2019","Arcos-Vargas, Angel; Núñez, Fernando; Tallón-Ballesteros, Antonio J.","Bargains in the diamond market? How to take advantage from online information","Expert Systems","","1468-0394","10.1111/exsy.12423","https://onlinelibrary.wiley.com/doi/abs/10.1111/exsy.12423","This paper empirically analyses the price of diamonds from different perspectives. The sample data contains detailed information on more than 165,000 diamonds certified by Gemological Institute of America, which can be purchased since July 2016 from a large online diamond supplier. Our empirical analysis allows to extend the classic 4Cs model in several directions as follows: (a) the classical 4Cs model is insufficient in order to explain the price, so that other attributes, such as polishing, symmetry, and fluorescence, must be incorporated to accurately estimate the price of a particular piece; (b) the large sample size allows us to analyse specific price ranges characterized by high market activity; (3) a very detailed analysis has been conducted for round diamonds, incorporating interactions between attributes within the regression model and studying the marginal rates of substitution between diamond weight and alternative characteristics given a certain price. Our model is able to detect diamonds that could constitute a clear market opportunity for buyers. This model can help to select efficient demand options taking advantage of the information available on the website, improving the overall efficiency of exchange in this sector.","2019","2022-03-22 09:50:25","2022-03-22 09:50:25","2022-03-22 09:50:25","e12423","","5","36","","","Bargains in the diamond market?","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/exsy.12423","","/Users/mac/Zotero/storage/3QJTXKAU/exsy.html","","","analytics; big data; empirical; market characteristics; multiple linear regression; regression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VW8HPXE8","journalArticle","2021","Döring, Jakob; Beering, Andreas; Scholtyssek, Julia; Krieger, Karl-Ludwig","Road Surface Wetness Quantification Using a Capacitive Sensor System","IEEE Access","","2169-3536","10.1109/ACCESS.2021.3121099","","Road surface wetness is a contributing factor in traffic accidents. As the amount of friction reduction correlates with the water film height covering the road surface, a quantification is of high relevance in order to improve traffic safety. Both drivers and autonomous vehicles would benefit from additional information. This paper presents a novel concept for road wetness quantification. It is based on a $2\times 4$ -planar capacitive transducer array, capable to detect water spray ejected by the tires and its wetness-related dependencies. The reliable assessment of these dependencies by a proposed capacitive sensor system is shown in an experimental study on an asphalt circuit for various wheel speeds. Besides the spray’s correlation with speed, the results reveal significant differences in transducer positions and designs confirming the array’s relevance regarding wetness quantification. In addition, a 1-nearest neighbor classifier capable of automatically distinguishing between eight wetness levels is proposed. The classifier is optimized by an extended version of balanced accuracy and reaches similar performance as binary classifiers from related research. A balanced ratio between capacitance increase-, standard deviation- and speed-related feature types is one key aspect of classifier performance. Furthermore, up to a certain extent, the array’s individual transducers can significantly contribute to classifier performance with design- and position-related advantages.","2021","2022-03-22 09:50:54","2022-03-22 09:50:54","","145498-145512","","","9","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Access","","/Users/mac/Zotero/storage/H7289QG5/Döring et al. - 2021 - Road Surface Wetness Quantification Using a Capaci.pdf","","","Accidents; Capacitive sensors; driver assistance; Electrodes; Optical surface waves; road surface wetness detection; Roads; Tires; vehicle safety; Vehicles; wetness classification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7XD8UH9","computerProgram","","Haghighi, Sepand","pycm: Multi-class confusion matrix library in Python","","","","","https://github.com/sepandhaghighi/pycm","","","2022-03-22 09:53:37","2022-03-22 09:53:37","2022-03-22 09:53:37","","","","","","","pycm","","","","","","","","MIT License","","","","PyPI","","","","","","","confusion-matrix,; Education; machine_learning,; ML; python,; python3,; Scientific/Engineering; Scientific/Engineering - Artificial Intelligence; Scientific/Engineering - Human Machine Interfaces; Scientific/Engineering - Information Analysis; Scientific/Engineering - Mathematics; Scientific/Engineering - Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Python","3.4","OS Independent","","","","","","",""
"C6LRCV9F","journalArticle","2022","Florath, Janine; Keller, Sina","Supervised Machine Learning Approaches on Multispectral Remote Sensing Data for a Combined Detection of Fire and Burned Area","Remote Sensing","","2072-4292","10.3390/rs14030657","https://www.mdpi.com/2072-4292/14/3/657","Bushfires pose a severe risk, among others, to humans, wildlife, and infrastructures. Rapid detection of fires is crucial for fire-extinguishing activities and rescue missions. Besides, mapping burned areas also supports evacuation and accessibility to emergency facilities. In this study, we propose a generic approach for detecting fires and burned areas based on machine learning (ML) approaches and remote sensing data. While most studies investigated either the detection of fires or mapping burned areas, we addressed and evaluated, in particular, the combined detection on three selected case study regions. Multispectral Sentinel-2 images represent the input data for the supervised ML models. First, we generated the reference data for the three target classes, burned, unburned, and fire, since no reference data were available. Second, the three regional fire datasets were preprocessed and divided into training, validation, and test subsets according to a defined schema. Furthermore, an undersampling approach ensured the balancing of the datasets. Third, seven selected supervised classification approaches were used and evaluated, including tree-based models, a self-organizing map, an artificial neural network, and a one-dimensional convolutional neural network (1D-CNN). All selected ML approaches achieved satisfying classification results. Moreover, they performed a highly accurate fire detection, while separating burned and unburned areas was slightly more challenging. The 1D-CNN and extremely randomized tree were the best-performing models with an overall accuracy score of 98% on the test subsets. Even on an unknown test dataset, the 1D-CNN achieved high classification accuracies. This generalization is even more valuable for any use-case scenario, including the organization of fire-fighting activities or civil protection. The proposed combined detection could be extended and enhanced with crowdsourced data in further studies.","2022-01","2022-03-22 09:53:56","2022-03-22 09:53:56","2022-03-22 09:53:56","657","","3","14","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 3 Publisher: Multidisciplinary Digital Publishing Institute","","/Users/mac/Zotero/storage/EJQE53WV/Florath and Keller - 2022 - Supervised Machine Learning Approaches on Multispe.pdf; /Users/mac/Zotero/storage/6DZ9N2TM/657.html","","","deep learning; classification; burned area mapping; convolutional neural network; fire detection; imbalanced dataset; remote sensing; self-organizing maps; Sentinel-2 images; undersampling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WSWIGWXY","thesis","2020","Ovaert, Lionel; Verstraete, Noémie","Predictive models of Parkinson disease from movement data","","","","","","","2020","2022-03-22 09:54:53","2022-03-22 09:54:53","","","","","","","","","","","","","","","","","","","","","","","","/Users/mac/Zotero/storage/8AY7ESYP/thesis25195.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BTY78MYN","journalArticle","2021","Liu, Zhaolu; Peach, Robert L.; Lawrance, Emma L.; Noble, Ariele; Ungless, Mark A.; Barahona, Mauricio","Listening to Mental Health Crisis Needs at Scale: Using Natural Language Processing to Understand and Evaluate a Mental Health Crisis Text Messaging Service","Frontiers in Digital Health","","2673-253X","","https://www.frontiersin.org/article/10.3389/fdgth.2021.779091","The current mental health crisis is a growing public health issue requiring a large-scale response that cannot be met with traditional services alone. Digital support tools are proliferating, yet most are not systematically evaluated, and we know little about their users and their needs. Shout is a free mental health text messaging service run by the charity Mental Health Innovations, which provides support for individuals in the UK experiencing mental or emotional distress and seeking help. Here we study a large data set of anonymised text message conversations and post-conversation surveys compiled through Shout. This data provides an opportunity to hear at scale from those experiencing distress; to better understand mental health needs for people not using traditional mental health services; and to evaluate the impact of a novel form of crisis support. We use natural language processing (NLP) to assess the adherence of volunteers to conversation techniques and formats, and to gain insight into demographic user groups and their behavioural expressions of distress. Our textual analyses achieve accurate classification of conversation stages (weighted accuracy = 88%), behaviours (1-hamming loss = 95%) and texter demographics (weighted accuracy = 96%), exemplifying how the application of NLP to frontline mental health data sets can aid with post-hoc analysis and evaluation of quality of service provision in digital mental health services.","2021","2022-03-22 09:55:18","2022-03-22 09:55:18","2022-03-22 09:55:18","","","","3","","","Listening to Mental Health Crisis Needs at Scale","","","","","","","","","","","","Frontiers","","","","/Users/mac/Zotero/storage/LHKIWRUB/Liu et al. - 2021 - Listening to Mental Health Crisis Needs at Scale .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ILFSIJ9","webpage","","","Predicting the cytotoxicity of MXenes - layered materials - using machine learning methods. | Research Square","","","","","https://www.researchsquare.com/article/rs-14198/v1","","","2022-03-22 10:13:37","2022-03-22 10:13:37","2022-03-22 10:13:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WKVRYRCB","report","2020","Marchwiany, Maciej; Birowska, Magdalena; Popielski, Mariusz; Majewski, Jacek A.; Jastrzębska, Agnieszka M.","Predicting the cytotoxicity of MXenes - layered materials - using machine learning methods.","","","","","https://www.researchsquare.com/article/rs-14198/v1","Background : Prediction of the compound cytotoxicity is a crucial issue in the development of new drugs and potential biomedical applications. Experimental studies are time-consuming and expensive. Machine learning models can quickly predict the cytotoxicity of compounds, by extracting new insights from large materials and biological data sets, and provide further guidance for experimental studies. Results : Here, we identify the most relevant features that are responsible for the cytotoxic behavior of layered MXenes materials. The most important result of our work is the identiﬁcation of 2D MXenes speciﬁc surface parameters as responsible for the potential cytotoxicity of these materials, in particular, the presence of transition metal oxides and Lithium atoms on the surface. After successful veriﬁcation of the correct predictions of our model, we have also succeeded in predicting toxicity for 2D MXenes not tested in vitro. Hence, we have been able to complement the existing knowledge coming from in vitro studies. Conclusions : Our results allow for the future selection of synthesis methods preventing surface oxidation, which should allow production of non-toxic 2D MXenes. Such materials might ﬁnd application in many ﬁelds of science and technology, especially in biotechnology and nanomedicine.","2020-02-14","2022-03-22 10:13:44","2022-03-22 10:13:44","2022-03-22 10:13:44","","","","","","","","","","","","In Review","","en","","preprint","","","DOI.org (Crossref)","","DOI: 10.21203/rs.2.23632/v1","","/Users/mac/Zotero/storage/9MGX72TK/Marchwiany et al. - 2020 - Predicting the cytotoxicity of MXenes - layered ma.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BYP8922P","thesis","2017","Azmi, Ulul; Sutikno, -","Prediksi curah hujan melalui Model Output Statistics menggunakan Classification And Regression Trees dengan Pre-Processing Principal Component Analysis","","","","","https://repository.its.ac.id/3294/","Kondisi cuaca di Indonesia diumumkan untuk jangka waktu sekitar 24 jam melalui prakiraan cuaca hasil analisis Badan Meteorologi, Klimatologi, dan Geofisika (BMKG). Sejak tahun 2004, BMKG telah berupaya melakukan penelitian untuk prakiraan cuaca jangka pendek dengan menggunakan data komponen cuaca Numerical Weather Prediction (NWP). Namun output NWP masih sering bias, sehingga perlu dilakukan pra-pemrosesan. Salah satunya menggunakan Model Output Statistics (MOS). MOS merupakan pemodelan observasi cuaca dengan output NWP berbasis regresi. Observasi yang digunakan sebagai variabel respon adalah curah hujan dengan 5 kategori yakni cerah berawan, hujan ringan, hujan sedang, hujan lebat, dan hujan lebat sekali. Output NWP yang digunakan ada 32 variabel. Sebelumnya setiap variabel NWP dilakukan reduksi dimensi dalam sembilan grid menggunakan Principal Component Analysis (PCA). Metode yang digunakan untuk mengklasifikasikan curah hujan adalah klasifikasi pohon. Hasil dari PCA disimpulkan bahwa sebagian besar komponen utama yang terbentuk dari setiap variabel NWP adalah sebanyak satu komponen. Secara keseluruhan, hasil ketepatan klasifikasi curah hujan terbesar menggunakan data testing terletak pada stasiun pengamatan Pondok Betung. Hasil ketepatan klasifikasi data testing sebelum proses SMOTE pada stasiun pengamatan Citeko, Kemayoran, dan Pondok Betung yakni 100%, 85,71% dan 71,43%. Setelah proses Synthetic Minority Oversampling Technique (SMOTE), ketepatan klasifikasi ketiga stasiun pengamatan cenderung turun yakni 28,57%, 85,71% dan 57,14%. Berdasarkan hasil ketepatan klasifikasi data testing untuk setiap stasiun pengamatan, maka pohon klasifikasi yang layak untuk klasifikasi curah hujan adalah model klasifikasi pohon optimal yang sebelum diproses menggunakan SMOTE. ================================================================= A weather condition in Indonesia was announced for a period of about 24 hours using the weather forecast on the analysis of the Meteorology, Climatology and Geophysics (BMKG). Since 2004, BMKG has attempted to do research on short-term weather forecasting using weather component data Numerical Weather Prediction (NWP). But output NWP is still biased, so it is necessary to pre-processing using Model Output Statistics (MOS). MOS is modeling regression-based between weather observations and output NWP. Variable response is precipitation with 5 categories namely cloudy, light rain, moderate rain, heavy rain, and heavy rains all. There are 32 variables of output NWP. Dimension reduction performed on each variable of NWP in nine grids using Principal Component Analysis (PCA). The method used to classify the rainfall is a classification tree. The result of PCA was concluded that most of the major components formed from each variable NWP is as much as one component. Overall, the result of the classification accuracy of the heaviest rainfall using testing data is located in Pondok Betung. The results of testing the accuracy of data classification before the process SMOTE the observation station Citeko, Kemayoran, and Pondok Betung ie 100%, 85.71% and 71.43%. After the process Synthetic Minority Oversampling Technique (SMOTE), third classification accuracy of observation stations tends to fall ie 28.57%, 85.71% and 57.14%. Based on the results of testing the accuracy of data classification for each observation station, the classification tree eligible for classification of precipitation is optimal classification tree models before being processed using SMOTE.","2017-01-19","2022-03-22 10:13:55","2022-03-22 10:13:55","2022-03-22 10:13:55","","","","","","","","","","","","Institut Teknologi Sepuluh Nopember","","id","","Undergraduate","","","repository.its.ac.id","","","","/Users/mac/Zotero/storage/3ULHCATA/Azmi - 2017 - Prediksi curah hujan melalui Model Output Statisti.pdf; /Users/mac/Zotero/storage/KSA8K8B5/3294.html","","","","","","","Sutikno, -","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
